1950	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.2	93.8	52.3	2.0	0.0
1951	5.4	0.0	0.0	0.0	16.1	0.0	0.0	24.3	57.8	17.4	0.0	5.3
1952	0.0	1.3	0.0	0.0	0.0	0.0	0.0	10.3	32.4	21.6	3.5	0.0
1953	0.0	0.0	0.0	0.0	1.8	5.5	1.8	8.5	58.6	18.7	1.9	1.7
1954	0.0	0.0	0.0	0.0	1.2	7.4	4.0	13.7	29.8	45.9	0.7	1.7
1955	6.5	0.0	0.0	0.0	0.0	0.0	0.4	62.5	85.3	10.0	0.0	0.0
1956	0.0	0.0	0.0	0.0	0.0	2.3	1.8	28.4	9.4	3.9	10.8	0.0
1957	0.0	0.0	0.0	0.0	0.0	9.5	0.0	2.1	63.7	3.4	0.0	0.0
1958	0.0	0.0	0.0	0.0	1.2	1.2	0.0	48.1	45.9	13.2	0.0	0.0
1959	0.0	0.0	0.0	0.0	2.1	5.0	7.2	6.0	28.2	28.6	0.0	0.0
1960	0.0	0.0	0.0	0.0	0.0	1.1	9.6	5.1	57.2	0.0	0.0	0.0
1961	0.0	0.0	0.0	0.0	0.0	0.0	11.2	0.0	122.3	41.6	13.7	0.0
1962	0.0	0.0	0.0	0.0	0.0	0.3	1.5	8.5	5.5	24.3	3.9	6.4
1963	0.0	0.0	0.0	0.0	0.0	1.4	0.0	25.8	21.8	63.1	0.0	0.0
1964	0.0	0.0	0.0	0.0	0.0	4.4	3.8	31.5	87.2	24.6	1.6	0.0
1965	0.0	0.0	0.0	0.0	0.0	1.5	0.0	11.0	60.9	12.1	1.3	0.0
1966	0.0	0.0	0.0	0.0	0.0	14.4	19.2	21.2	38.5	30.1	15.3	0.0
1967	0.0	0.0	0.0	0.0	0.0	1.8	0.0	1.5	95.7	25.8	0.5	0.0
1968	0.0	0.0	0.0	0.0	0.0	13.5	0.0	8.3	14.6	10.2	0.0	0.0
1969	0.0	0.0	0.0	0.0	0.0	0.0	3.5	56.7	32.5	42.4	14.2	0.0
1970	0.0	0.0	0.0	0.0	3.4	0.0	2.4	17.2	10.2	29.6	3.0	0.9
1971	0.0	0.0	0.0	0.0	0.0	0.0	1.8	10.8	73.9	1.7	8.6	0.0
1972	0.0	0.0	0.0	0.0	2.1	6.8	0.0	13.9	11.1	0.0	1.8	0.0
1973	0.0	0.0	0.0	0.0	0.0	0.0	7.3	6.7	19.9	14.0	0.0	0.0
1974	0.0	0.0	0.0	0.0	0.0	1.0	1.7	17.6	45.4	2.6	0.0	0.0
1975	0.0	0.0	0.0	0.0	0.0	2.0	7.9	9.5	42.9	11.2	0.0	2.5
1976	0.0	0.0	0.0	0.0	2.0	0.0	1.1	46.4	25.1	9.6	0.0	0.0
1977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1	19.0	3.2	0.0	0.0
1978	1.7	0.0	0.0	0.0	0.0	0.0	0.5	7.5	46.4	6.9	0.2	0.0
1979	0.0	0.0	0.0	0.0	0.0	0.8	3.7	33.4	53.3	1.6	0.0	0.0
1980	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.1	51.7	18.6	12.5	0.0
1981	0.0	0.0	0.0	0.0	0.7	1.7	0.3	7.9	76.1	2.9	10.8	0.0
1982	0.0	0.0	0.0	0.0	0.0	5.1	0.0	3.2	21.5	1.6	0.0	0.0
1983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.5	7.9	0.0	0.0	0.0
1984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3	30.6	21.3	12.9	16.2
1985	0.0	0.0	0.0	0.0	0.0	0.0	4.9	18.4	33.7	11.6	19.4	0.0
1986	0.0	0.0	0.0	0.0	0.0	5.1	0.0	5.6	21.2	0.0	3.8	0.0
1987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.9	16.2	3.3	0.0	0.0
1988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	72.0	24.0	5.0	0.0
1989	0.0	0.0	0.0	0.0	0.0	0.9	2.5	34.7	90.1	4.0	0.8	1.8
1990	0.0	0.0	0.0	0.0	0.0	0.0	8.1	32.9	25.7	30.1	0.0	0.0
1991	0.0	0.0	0.0	0.0	0.0	0.0	1.3	8.0	18.0	5.9	2.4	0.0
1992	0.0	0.0	0.0	1.1	0.0	0.0	0.0	28.4	38.0	8.7	0.0	0.0
1993	0.0	0.0	0.0	0.0	0.0	0.5	0.0	19.9	18.1	0.0	0.0	0.0
1994	0.0	0.0	0.0	0.0	0.0	0.0	1.6	8.3	2.9	0.0	19.3	0.0
1995	0.0	0.0	0.0	0.0	0.0	3.1	11.1	79.8	86.7	45.1	1.6	0.0
1996	0.0	0.0	0.0	0.0	0.0	0.8	21.3	55.5	57.5	25.0	6.1	0.0
1997	0.0	0.0	0.0	0.0	0.0	0.8	11.2	0.0	26.6	2.2	0.0	0.0
1998	0.0	0.0	0.0	0.0	0.0	0.0	1.9	42.8	88.0	39.5	7.6	1.4
1999	0.0	0.0	0.0	0.0	0.0	3.4	0.0	54.4	78.1	20.8	19.9	0.0
2000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.7	52.2	23.3	0.0	0.0
2001	0.0	0.0	0.0	0.0	0.0	1.3	0.0	10.0	51.9	17.1	28.8	1.1
2002	0.0	0.0	0.0	0.0	0.0	0.0	1.5	3.4	46.8	15.7	0.0	0.0
2003	0.0	0.0	0.0	3.2	0.0	1.2	14.0	11.5	111.1	30.5	0.0	4.8
2004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.7	155.0	5.2	1.1	0.8
2005	0.0	0.0	0.0	0.0	0.0	2.9	60.4	39.2	68.2	52.4	9.0	13.2
2006	4.8	0.0	0.0	0.0	0.0	2.8	2.9	9.6	59.6	3.6	0.0	0.0
2007	0.0	0.0	0.0	0.0	0.9	0.8	0.5	35.8	29.0	2.6	3.0	1.3
2008	0.0	0.0	0.0	0.0	0.5	0.2	37.6	25.8	61.2	11.2	9.2	0.0
2009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.1	11.2	3.2	8.1	0.0
2010	0.0	0.0	0.0	0.0	0.0	5.8	2.3	37.0	88.5	24.6	7.3	0.0
2011	0.0	0.0	0.0	0.0	0.0	1.9	7.2	27.6	54.2	31.7	3.7	0.0
2012	0.0	0.0	0.0	0.0	4.4	6.8	0.0	36.0	56.9	28.5	0.0	0.0
2013	0.0	0.0	0.0	0.0	0.0	2.4	5.1	2.2	16.1	5.4	3.5	1.5
2014	0.0	0.0	0.0	0.0	0.0	0.0	6.9	13.4	16.6	29.8	0.0	0.0
2015	0.0	0.0	0.0	0.0	2.1	1.1	1.1	15.8	12.3	26.6	3.7	0.0
2016	4.2	0.0	0.0	0.0	0.6	2.1	0.0	28.8	27.3	71.3	8.3	0.0
2017	0.0	0.0	0.0	0.8	0.0	2.4	1.4	25.8	174.1	18.8	1.7	0.0
2018	0.0	0.0	0.0	0.0	1.8	0.0	12.2	2.9	72.8	42.9	0.0	0.0
2019	0.0	0.0	0.0	0.0	0.4	0.0	3.5	16.4	93.4	12.6	5.9	0.0
2020	0.0	0.0	0.0	0.0	2.1	4.6	11.0	25.3	62.9	38.7	35.8	0.0
2021	0.0	0.0	0.0	0.0	0.8	2.5	9.9	31.2	74.8	21.9	4.4	0.0
2022	0.0	0.0	0.0	0.0	0.0	1.6	1.3	0.0	76.2	5.4	10.2	0.0
